sandstormRocketCargoFailure,,,,0
teleOpRocketCargoSuccess,,,,0
strongMediumTeleop,,,Ball,
sandstormRocketHatchSuccess,,,,0
teleOpCargoShipHatchFailure,,,,0
sandstormRocketCargoSuccess,,,,0
size,,,IDK,
speed,,,slow,Medium
strategy,,,"Cargo, but under heavy defense",
teamDBRef,,,team-5125,team-5125
sandstormCross,,,L2,None
sandstormCrossBonus,,,L2,
teleOpCargoShipHatchSuccess,,,,0
teleOpRocketHatchSuccess,,,,0
sandstormCargoShipCargoFailure,,,,0
lowRocketSuccessTeleop,,,Low,
teleOpRocketHatchFailure,,,,0
teleOpRocketCargoFailure,,,,0
cargoSuccessTeleop,,,N/A,
sandstormCargoShipHatchSuccess,,,,0
teleOpCargoShipCargoSuccess,,,,1
9fv7QhcLPsfU59sRrPq7LcJlD8J3,"{'notes': '', 'contribution': 'Weak', 'fillChoice': '', 'strategy': 'defensive / offensive bad driver', 'strongMedium': 'Ball', 'cargoSuccessTeleop': 'Mid', 'teamDBRef': 'team-5125', 'speed': 'Fast', 'hiRocketSuccessTeleop': '', 'size': 'Small', 'match': 'match-17', 'fillChoiceTeleop': 'Cargo', 'strongMediumTeleop': 'Ball', 'endingHab': '', 'functional': '', 'lowRocketSuccessTeleop': '', 'startingHatch': ''}","{'contribution': '', 'notes': 'had an autonomous period, went fast but ran into something and couldn’t place a hatch', 'fillChoice': 'Cargo', 'strategy': 'fill low ball in cargo, offensive. ', 'cargoSuccessTeleop': '', 'strongMedium': 'Ball', 'teamDBRef': 'team-5125', 'hiRocketSuccessTeleop': '', 'speed': '', 'match': 'match-27', 'size': '', 'fillChoiceTeleop': 'Cargo', 'strongMediumTeleop': 'Ball', 'endingHab': 'Hab 2', 'functional': 'Yes', 'lowRocketSuccessTeleop': '', 'startingHatch': ''}",,
functional,,,No,
fillChoice,,,None,
strongMedium,,,Neither,
sandstormCargoShipCargoSuccess,,,,0
teleOpCargoShipCargoFailure,,,,0
sandstormRocketHatchFailure,,,,0
sandstormCargoShipHatchFailure,,,,0
fillChoiceTeleop,,,Low Rocket,
contrubution,,,IDK,
HABClimb,,,,L1
hiRocketSuccessTeleop,,,N/A,
match,,,match-34,match-7
endingHab,,,None,
startingHatch,,,Hab II,
