sandstormRocketCargoFailure,0,,0
teleOpRocketCargoSuccess,0,,0
sandstormRocketHatchSuccess,0,,0
strongMediumTeleop,,Ball,
teleOpCargoShipHatchFailure,0,,0
sandstormRocketCargoSuccess,0,,0
size,,Large,
speed,Ludicrous,slow,slow
strategy,,,
teamDBRef,team-4156,team-4156,team-4156
sandstormCross,L1,L2,L1
sandstormCrossBonus,,L2,
teleOpCargoShipHatchSuccess,0,,0
teleOpRocketHatchSuccess,1,,3
sandstormCargoShipCargoFailure,0,,0
lowRocketSuccessTeleop,,N/A,
teleOpRocketHatchFailure,0,,0
teleOpRocketCargoFailure,0,,0
klQQqapPjwO3jnpN8Dieequh3OI3,,"{'notes': 'super cool hab 3 climbing', 'contribution': 'Equal', 'fillChoice': 'Cargo', 'strategy': '', 'strongMedium': 'Hatch', 'cargoSuccessTeleop': 'Mid', 'teamDBRef': 'team-4156', 'speed': 'Medium', 'hiRocketSuccessTeleop': '', 'size': 'Medium', 'match': 'match-28', 'fillChoiceTeleop': 'Cargo', 'strongMediumTeleop': 'Ball', 'endingHab': 'Hab 3', 'functional': 'No', 'lowRocketSuccessTeleop': '', 'startingHatch': 'Hab I'}",
cargoSuccessTeleop,,Low,
sandstormCargoShipHatchSuccess,0,,0
startingHatch,,Hab II,
9fv7QhcLPsfU59sRrPq7LcJlD8J3,"{'contribution': 'Equal', 'notes': 'awkward grabber', 'fillChoice': '', 'strategy': 'place balls in cargo, solely offensive', 'strongMedium': 'Ball', 'cargoSuccessTeleop': 'High', 'teamDBRef': 'team-4156', 'speed': 'Slow', 'hiRocketSuccessTeleop': '', 'match': 'match-16', 'size': '', 'fillChoiceTeleop': 'Cargo', 'strongMediumTeleop': 'Ball', 'endingHab': 'None', 'functional': '', 'lowRocketSuccessTeleop': 'Mid', 'startingHatch': ''}",,
fillChoice,,Cargo,
sandstormCargoShipCargoSuccess,0,,0
strongMedium,,Neither,
functional,,Yes,
teleOpCargoShipCargoFailure,0,,0
sandstormRocketHatchFailure,0,,0
sandstormCargoShipHatchFailure,0,,0
fillChoiceTeleop,,Cargo,
contrubution,,Equal,
HABClimb,L1,,None
match,match-16,match-28,match-5
hiRocketSuccessTeleop,,N/A,
endingHab,,L3,
teleOpCargoShipCargoSuccess,3,,0
