sandstormCrossBonus,,None,
9fv7QhcLPsfU59sRrPq7LcJlD8J3,"{'contribution': 'Equal', 'notes': '', 'fillChoice': '', 'strategy': 'place balls in rocket, offensive, close to base', 'cargoSuccessTeleop': '', 'strongMedium': '', 'teamDBRef': 'team-1781', 'speed': 'Medium', 'hiRocketSuccessTeleop': '', 'size': '', 'match': 'match-15', 'fillChoiceTeleop': 'Low Rocket', 'strongMediumTeleop': 'Ball', 'endingHab': 'Hab 3', 'functional': 'Yes', 'startingHatch': '', 'lowRocketSuccessTeleop': ''}",,
gmkR7hN4D1fQguey5X5V48d3PhO2,,,"{'contribution': 'Great', 'notes': 'potential for hab 3', 'fillChoice': 'Cargo', 'cargoSuccessTeleop': '', 'strongMedium': 'Ball', 'teamDBRef': 'team-1781', 'hiRocketSuccessTeleop': 'N/A', 'speed': 'Medium', 'match': 'match-7', 'size': 'Large', 'fillChoiceTeleop': 'Cargo', 'strongMediumTeleop': 'Ball', 'endingHab': 'Hab 2', 'functional': 'Yes', 'lowRocketSuccessTeleop': 'N/A', 'startingHatch': 'Hab I'}"
strongMediumTeleop,,Neither,
fillChoiceTeleop,,None,
cargoSuccessTeleop,,N/A,
contrubution,,IDK,
functional,,No,
lowRocketSuccessTeleop,,N/A,
startingHatch,,None,
size,,IDK,
speed,,slow,
hiRocketSuccessTeleop,,N/A,
strategy,,FTA Deactivation,
match,,match-36,
fillChoice,,None,
endingHab,,None,
teamDBRef,,team-1781,
strongMedium,,Neither,
sandstormCross,,None,
